"chrom"	"seg"	"num.mark"	"nhet"	"cnlr.median"	"mafR"	"segclust"	"cnlr.median.clust"	"mafR.clust"	"start"	"end"	"cf.em"	"tcn.em"	"lcn.em"	"ID"	"parameter"	"purity"	"ploidy"
21	36	31	10	-0.5078676186282	0.790773500633645	4	-0.5078676186282	NA	39817600	42861600	0.587205618704783	1	0	"02-IM5_P-0003616-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.587205618704783	2.02776999863671
21	37	88	19	0.0781219427383354	0.0397217408080761	11	0.0711604239723172	0.0305253650957128	42866332	45660750	1	2	1	"02-IM5_P-0003616-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.587205618704783	2.02776999863671
22	38	277	32	0.0107412933037777	0.0299320647937597	10	-0.00878401012564703	0.0246464910105467	16346045	49370754	1	2	1	"02-IM5_P-0003616-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.587205618704783	2.02776999863671
23	39	657	0	-0.0701255289086312	0	9	-0.0820218253668663	NA	451150	149924700	1	1	NA	"02-IM5_P-0003616-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.587205618704783	2.02776999863671
24	40	45	2	0.347249841498848	-0.0795621959806181	15	0.347249841498848	NA	2655375	22930800	0.587205618704783	2	NA	"02-IM5_P-0003616-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.587205618704783	2.02776999863671
1	1	1676	193	0.0413624947653334	0.0471881509873386	16	0.0413624947653334	0.0471881509873386	1001177	246670550	0.320755841046792	5	2	"02-IM6_P-0013358-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.671568597145385	3.17433306157508
2	2	520	53	-0.479564395093459	0.0118237944017221	8	-0.479564395093459	0.0118237944017221	4561800	72126550	1	2	1	"02-IM6_P-0013358-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.671568597145385	3.17433306157508
2	3	48	20	-0.112015949724075	0.294283529803084	12	-0.121072534878829	0.30899500272044	76787924	89872100	0.671568597145385	3	1	"02-IM6_P-0013358-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.671568597145385	3.17433306157508
2	4	125	20	0.183876324978322	0.0386297565856945	22	0.219006027157588	0.00799430328874036	91884390	108623450	0.627281328774498	4	2	"02-IM6_P-0013358-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.671568597145385	3.17433306157508
2	5	664	74	-0.0981399406619904	0.301488376206453	12	-0.121072534878829	0.30899500272044	110053050	242982350	0.671568597145385	3	1	"02-IM6_P-0013358-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.671568597145385	3.17433306157508
3	6	971	85	-0.0169072226509507	0.402730523395552	13	-0.0149741997631388	0.402730523395552	1449872	149374800	0.671568597145385	3	1	"02-IM6_P-0013358-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.671568597145385	3.17433306157508
3	7	355	44	-0.435541004355403	3.69285161454862	9	-0.435541004355403	3.69285161454862	149375100	197362800	0.671568597145385	2	0	"02-IM6_P-0013358-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.671568597145385	3.17433306157508
4	8	754	105	0.199687927316147	-0.00297623359838348	22	0.219006027157588	0.00799430328874036	1402550	190262600	0.627281328774498	4	2	"02-IM6_P-0013358-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.671568597145385	3.17433306157508
5	9	659	85	0.160882703261884	0.0150539539710911	20	0.161632328619056	0.0117324092551353	218487	127196250	0.56718137795919	4	2	"02-IM6_P-0013358-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.671568597145385	3.17433306157508
5	10	53	5	-0.209971749148709	0.238892129352099	11	-0.226600884768681	NA	131892900	131978056	0.406725094083873	3	NA	"02-IM6_P-0013358-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.671568597145385	3.17433306157508
5	11	350	60	0.0999430419978427	0.0078133222408972	17	0.0968823744239024	0.0078133222408972	133908361	180722150	0.499823165875923	4	2	"02-IM6_P-0013358-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.671568597145385	3.17433306157508
6	12	916	147	-0.134631885909402	0.274242677824566	12	-0.121072534878829	0.30899500272044	393323	129480348	0.671568597145385	3	1	"02-IM6_P-0013358-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.671568597145385	3.17433306157508
6	13	234	33	0.229731783593797	-0.00817476828050511	22	0.219006027157588	0.00799430328874036	129480451	170871070	0.627281328774498	4	2	"02-IM6_P-0013358-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.671568597145385	3.17433306157508
7	14	1020	137	0.229396313532764	0.000277788839961047	22	0.219006027157588	0.00799430328874036	330745	158628009	0.627281328774498	4	2	"02-IM6_P-0013358-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.671568597145385	3.17433306157508
8	15	100	17	-1.1796267502063	1.80310635098276	2	-1.1796267502063	1.80310635098276	565250	37137741	0.671568597145385	1	0	"02-IM6_P-0013358-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.671568597145385	3.17433306157508
8	16	102	6	0.559229628366799	7.44343362310327	27	0.559229628366799	NA	38133100	38858277	0.526802886993795	6	NA	"02-IM6_P-0013358-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.671568597145385	3.17433306157508
8	17	79	20	0.23748639071604	-0.00262478103730851	22	0.219006027157588	0.00799430328874036	38858550	65193342	0.627281328774498	4	2	"02-IM6_P-0013358-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.671568597145385	3.17433306157508
8	18	130	19	0.8832490938504	0.652924684447522	28	0.8832490938504	0.652924684447522	66183881	81289000	0.671568597145385	7	2	"02-IM6_P-0013358-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.671568597145385	3.17433306157508
8	19	190	38	0.296731491261251	-0.000893280638673096	25	0.296731491261251	-0.000893280638673096	82754800	145589850	0.671568597145385	4	2	"02-IM6_P-0013358-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.671568597145385	3.17433306157508
8	20	27	1	0.118410964195551	-0.0864041434666866	19	0.0968823744239024	NA	145736817	146186319	0.309234539228925	5	NA	"02-IM6_P-0013358-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.671568597145385	3.17433306157508
9	21	722	90	-0.113058934273509	0.307341144249341	12	-0.121072534878829	0.30899500272044	421800	136548799	0.671568597145385	3	1	"02-IM6_P-0013358-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.671568597145385	3.17433306157508
9	22	149	33	0.101860102247588	0.811014698006685	18	0.0968823744239024	0.811014698006685	136548950	139820500	0.520660090964468	5	1	"02-IM6_P-0013358-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.671568597145385	3.17433306157508
10	23	294	84	-0.139126322639874	0.364392843869347	12	-0.121072534878829	0.30899500272044	1510047	86028463	0.671568597145385	3	1	"02-IM6_P-0013358-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.671568597145385	3.17433306157508
10	24	53	2	-0.615720857468338	2.74290243847606	5	-0.625827400878887	NA	86028801	93879150	NA	2	NA	"02-IM6_P-0013358-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.671568597145385	3.17433306157508
10	25	210	33	-0.133324534560056	0.319213617150202	12	-0.121072534878829	0.30899500272044	95374469	135181337	0.671568597145385	3	1	"02-IM6_P-0013358-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.671568597145385	3.17433306157508
11	26	908	97	0.227668921659928	0.00258843156128762	22	0.219006027157588	0.00799430328874036	325114	133495735	0.627281328774498	4	2	"02-IM6_P-0013358-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.671568597145385	3.17433306157508
12	27	109	14	0.0732044208722352	0.106824116627342	19	0.0968823744239024	NA	394588	9848900	0.309234539228925	5	NA	"02-IM6_P-0013358-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.671568597145385	3.17433306157508
12	28	139	35	-1.0271200589901	2.44991587945326	3	-1.0271200589901	2.44991587945326	9849000	12874462	0.671568597145385	1	0	"02-IM6_P-0013358-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.671568597145385	3.17433306157508
12	29	479	46	-0.0105197998392339	0.134731227174741	14	-0.0149741997631388	0.134731227174741	13685816	62755819	0.671568597145385	3	1	"02-IM6_P-0013358-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.671568597145385	3.17433306157508
12	30	338	22	0.202003454814519	-0.00874268359382488	22	0.219006027157588	0.00799430328874036	63294703	133263886	0.627281328774498	4	2	"02-IM6_P-0013358-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.671568597145385	3.17433306157508
13	31	574	65	-0.559316106378905	3.74617655782859	6	-0.559748940562902	3.27886494677002	19600322	112722387	0.671568597145385	2	0	"02-IM6_P-0013358-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.671568597145385	3.17433306157508
14	32	241	55	-0.0907865774132516	0.322926091136066	12	-0.121072534878829	0.30899500272044	19487467	81610583	0.671568597145385	3	1	"02-IM6_P-0013358-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.671568597145385	3.17433306157508
14	33	100	16	0.191819390824603	1.76622805721679	23	0.219006027157588	1.76622805721679	81610850	105906073	0.431553115756693	5	0	"02-IM6_P-0013358-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.671568597145385	3.17433306157508
15	34	599	81	-0.546321378834024	2.9311205730708	6	-0.559748940562902	3.27886494677002	20488500	101094335	0.671568597145385	2	0	"02-IM6_P-0013358-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.671568597145385	3.17433306157508
16	35	483	27	0.171581889656954	0.000948729741912289	20	0.161632328619056	0.0117324092551353	115072	35239693	0.56718137795919	4	2	"02-IM6_P-0013358-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.671568597145385	3.17433306157508
16	36	231	17	-0.573265197954953	3.22927222827163	6	-0.559748940562902	3.27886494677002	46388381	72993731	0.671568597145385	2	0	"02-IM6_P-0013358-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.671568597145385	3.17433306157508
16	37	230	17	-1.25273337295859	1.76966485034274	1	-1.25273337295859	1.76966485034274	72994119	89883003	0.671568597145385	1	0	"02-IM6_P-0013358-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.671568597145385	3.17433306157508
17	38	19	4	0.223915690344726	-0.0139723394074188	24	0.219006027157588	NA	114650	6847200	0.615322182014879	4	NA	"02-IM6_P-0013358-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.671568597145385	3.17433306157508
17	39	76	14	-0.618671783765978	3.60727548937466	5	-0.625827400878887	NA	7215948	8113557	NA	2	NA	"02-IM6_P-0013358-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.671568597145385	3.17433306157508
17	40	1147	104	0.218046850573167	0.0389731844504082	22	0.219006027157588	0.00799430328874036	8383199	80783150	0.627281328774498	4	2	"02-IM6_P-0013358-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.671568597145385	3.17433306157508
18	41	294	44	0.24367273243389	-0.0084836088875646	22	0.219006027157588	0.00799430328874036	724360	74463460	0.627281328774498	4	2	"02-IM6_P-0013358-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.671568597145385	3.17433306157508
19	42	139	16	-0.629782847267762	2.89568140437139	4	-0.625827400878887	2.89568140437139	1206750	3779150	0.671568597145385	2	0	"02-IM6_P-0013358-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.671568597145385	3.17433306157508
19	43	677	84	0.427573869852226	0.135512736140203	26	0.427573869852226	0.135512736140203	4090612	27738449	0.671568597145385	5	2	"02-IM6_P-0013358-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.671568597145385	3.17433306157508
19	44	18	1	-0.0299287129522529	0.0112746071627155	15	-0.0149741997631388	NA	28780400	30314400	0.671568597145385	3	NA	"02-IM6_P-0013358-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.671568597145385	3.17433306157508
19	45	264	28	-0.230572238843797	0.311230396031272	10	-0.226600884768681	0.311230396031272	30314666	46375900	0.671568597145385	3	1	"02-IM6_P-0013358-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.671568597145385	3.17433306157508
19	46	115	6	0.147895411013141	-0.00673409573566134	21	0.161632328619056	NA	47724850	59096384	0.565670727880125	4	NA	"02-IM6_P-0013358-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.671568597145385	3.17433306157508
20	47	505	82	0.21151738664613	0.00429355500512782	22	0.219006027157588	0.00799430328874036	345864	62680587	0.627281328774498	4	2	"02-IM6_P-0013358-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.671568597145385	3.17433306157508
21	48	112	23	0.20319132885895	0.0365747195277895	22	0.219006027157588	0.00799430328874036	10819600	39817700	0.627281328774498	4	2	"02-IM6_P-0013358-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.671568597145385	3.17433306157508
21	49	46	11	-0.574528425392893	3.6189749428383	7	-0.559748940562902	NA	39870150	42868888	NA	2	NA	"02-IM6_P-0013358-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.671568597145385	3.17433306157508
21	50	80	11	0.216543401087559	0.00403141562858961	24	0.219006027157588	NA	42869063	46252900	0.615322182014879	4	NA	"02-IM6_P-0013358-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.671568597145385	3.17433306157508
22	51	332	44	-0.15318995162731	0.366591656136874	12	-0.121072534878829	0.30899500272044	16311450	50355407	0.671568597145385	3	1	"02-IM6_P-0013358-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.671568597145385	3.17433306157508
23	52	222	0	-0.587115456513716	0	7	-0.559748940562902	NA	451000	47046050	1	1	NA	"02-IM6_P-0013358-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.671568597145385	3.17433306157508
23	53	56	0	1.80732955966686	0	29	1.80732955966686	NA	47422412	49070950	0.671568597145385	7	NA	"02-IM6_P-0013358-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.671568597145385	3.17433306157508
23	54	64	0	-0.563806660999651	0	7	-0.559748940562902	NA	49892350	61731076	1	1	NA	"02-IM6_P-0013358-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.671568597145385	3.17433306157508
23	55	52	0	2.76610324036148	0	30	2.76610324036148	NA	63405000	66943850	0.671568597145385	14	NA	"02-IM6_P-0013358-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.671568597145385	3.17433306157508
23	56	75	1	-0.624968226905439	0.860425673109017	5	-0.625827400878887	NA	69254760	70362050	1	1	NA	"02-IM6_P-0013358-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.671568597145385	3.17433306157508
23	57	312	0	0.217186478489714	0	24	0.219006027157588	NA	71788870	152864450	0.615322182014879	2	NA	"02-IM6_P-0013358-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.671568597145385	3.17433306157508
24	58	94	2	-0.626915218197265	0.257565158475584	5	-0.625827400878887	NA	2655375	28773250	1	1	NA	"02-IM6_P-0013358-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.671568597145385	3.17433306157508
1	1	953	104	-0.0205811402083934	0.00299646719949809	8	-0.0228506138593049	0.00459538024999652	2488153	149400300	1	2	1	"01-IM5_P-0013837-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.781111239934595	2.03841931400462
1	2	23	2	0.510001822863532	0.445560528503379	16	0.506143145493114	NA	149400700	155870182	0.198844726447528	6	NA	"01-IM5_P-0013837-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.781111239934595	2.03841931400462
1	3	393	60	0.00223242358976614	4.43561494524521	9	-0.0228506138593049	4.43561494524521	155870400	240656350	0.781111239934595	2	0	"01-IM5_P-0013837-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.781111239934595	2.03841931400462
1	4	59	4	0.399651313121282	0.334577013085672	14	0.434817249528584	NA	240656604	245978100	0.70612128752756	3	NA	"01-IM5_P-0013837-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.781111239934595	2.03841931400462
2	5	206	13	0.435673418319755	0.330019983897508	14	0.434817249528584	NA	4562350	30143500	0.70612128752756	3	NA	"01-IM5_P-0013837-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.781111239934595	2.03841931400462
2	6	1004	120	-0.0112276143947409	0.00114589837693215	8	-0.0228506138593049	0.00459538024999652	34654071	242982358	1	2	1	"01-IM5_P-0013837-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.781111239934595	2.03841931400462
3	7	791	66	-0.0244713389800148	0.00725747516494945	8	-0.0228506138593049	0.00459538024999652	1449872	138667350	1	2	1	"01-IM5_P-0013837-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.781111239934595	2.03841931400462
3	8	95	6	0.436312679266548	0.216213559493641	14	0.434817249528584	NA	138667600	142297700	0.70612128752756	3	NA	"01-IM5_P-0013837-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.781111239934595	2.03841931400462
3	9	291	50	-0.0442983588265883	0.00488370001490988	8	-0.0228506138593049	0.00459538024999652	145542450	197354688	1	2	1	"01-IM5_P-0013837-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.781111239934595	2.03841931400462
4	10	640	77	-0.0165586802721538	0.0160972748029617	8	-0.0228506138593049	0.00459538024999652	1402500	190262600	1	2	1	"01-IM5_P-0013837-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.781111239934595	2.03841931400462
5	11	869	131	-0.0205577243571956	7.21693440806391e-05	8	-0.0228506138593049	0.00459538024999652	218450	180527568	1	2	1	"01-IM5_P-0013837-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.781111239934595	2.03841931400462
6	12	33	3	-0.708612760517336	2.17672465767227	3	-0.729706392409665	NA	393175	7518061	0.778081349267559	1	0	"01-IM5_P-0013837-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.781111239934595	2.03841931400462
6	13	475	151	0.00297676739954451	-0.00289224629577939	8	-0.0228506138593049	0.00459538024999652	12518500	90009311	1	2	1	"01-IM5_P-0013837-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.781111239934595	2.03841931400462
6	14	260	54	-0.126572106513495	-0.00888542588403732	7	-0.126572106513495	-0.00888542588403732	90009427	118629865	1	2	1	"01-IM5_P-0013837-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.781111239934595	2.03841931400462
6	15	249	33	-0.0196301180257582	0.0239139540534342	8	-0.0228506138593049	0.00459538024999652	118630000	170871049	1	2	1	"01-IM5_P-0013837-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.781111239934595	2.03841931400462
7	16	158	31	0.462016293706432	0.419264135516368	13	0.434817249528584	0.362713442213051	330745	14028750	0.781111239934595	3	1	"01-IM5_P-0013837-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.781111239934595	2.03841931400462
7	17	207	34	-0.0203591564080439	0.0135718098979544	8	-0.0228506138593049	0.00459538024999652	16584470	74312450	1	2	1	"01-IM5_P-0013837-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.781111239934595	2.03841931400462
7	18	67	10	-0.747622953661822	2.34096011724636	3	-0.729706392409665	NA	75140407	83542250	0.778081349267559	1	0	"01-IM5_P-0013837-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.781111239934595	2.03841931400462
7	19	504	38	-0.0301458812466507	0.00602914339145553	8	-0.0228506138593049	0.00459538024999652	85608107	158451100	1	2	1	"01-IM5_P-0013837-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.781111239934595	2.03841931400462
8	20	118	18	-0.657631424719882	2.35958354026352	4	-0.646291552477365	2.35958354026352	565150	38858550	0.781111239934595	1	0	"01-IM5_P-0013837-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.781111239934595	2.03841931400462
8	21	27	7	-0.0997968951177452	-0.0548528563039102	10	-0.0228506138593049	NA	43092978	56063937	NA	2	NA	"01-IM5_P-0013837-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.781111239934595	2.03841931400462
8	22	215	44	0.505136405024054	0.313970151772375	15	0.506143145493114	0.313970151772375	57013700	145743050	0.781111239934595	3	1	"01-IM5_P-0013837-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.781111239934595	2.03841931400462
9	23	177	16	-0.78729056985275	2.52311198517746	2	-0.787029560912871	2.36375729450138	422000	16206900	0.781111239934595	1	0	"01-IM5_P-0013837-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.781111239934595	2.03841931400462
9	24	538	73	-0.0445600198617196	0.00545802852061085	8	-0.0228506138593049	0.00459538024999652	18995004	139820500	1	2	1	"01-IM5_P-0013837-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.781111239934595	2.03841931400462
10	25	356	60	0.00614449555580229	0.0439092145608196	8	-0.0228506138593049	0.00459538024999652	1509981	105517300	1	2	1	"01-IM5_P-0013837-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.781111239934595	2.03841931400462
10	26	138	18	-0.516995636421014	0.793477701766317	6	-0.516995636421014	0.793477701766317	108315867	134199200	0.597573715409665	1	0	"01-IM5_P-0013837-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.781111239934595	2.03841931400462
11	27	793	72	-0.00286727212020305	-0.0026516620659623	8	-0.0228506138593049	0.00459538024999652	532596	133495650	1	2	1	"01-IM5_P-0013837-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.781111239934595	2.03841931400462
12	28	885	69	-0.0101141461871127	-0.00253628542378488	8	-0.0228506138593049	0.00459538024999652	394612	122974350	1	2	1	"01-IM5_P-0013837-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.781111239934595	2.03841931400462
12	29	93	0	-0.736611014206432	0	3	-0.729706392409665	NA	129468950	133263800	0.778081349267559	1	0	"01-IM5_P-0013837-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.781111239934595	2.03841931400462
13	30	407	33	-0.0749657261275237	0.00128479787418016	8	-0.0228506138593049	0.00459538024999652	21004738	80561550	1	2	1	"01-IM5_P-0013837-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.781111239934595	2.03841931400462
13	31	127	19	0.314040706485227	0.238130672807258	12	0.314040706485227	0.238130672807258	87971222	112722350	0.632669482800155	3	1	"01-IM5_P-0013837-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.781111239934595	2.03841931400462
